probabilities,true_labels
0.1963985,0
0.86314076,0
0.52516574,0
0.73376,0
0.33956853,0
0.11568536,0
0.8145612,1
0.7941896,1
0.34834605,0
0.39826778,1
0.24898194,0
0.5641343,0
0.7515563,0
0.876626,1
0.18404202,0
0.76703495,1
0.76828295,0
0.84554255,1
0.039095763,0
0.32923612,0
0.08318636,0
0.089933805,0
0.79587644,0
0.7351113,0
0.13876855,0
0.32126325,0
0.24930803,0
0.16260634,0
0.3323379,0
0.36455053,1
0.7280539,1
0.7800818,1
0.6665467,1
0.7848986,1
0.39892343,0
0.77166814,0
0.22113958,0
0.8051332,1
0.022383567,0
0.7428099,1
0.2638995,1
0.6825155,0
0.4750429,0
0.2530341,0
0.10146154,0
0.3822059,0
0.1786665,0
0.13602771,0
0.4841631,0
0.857643,1
0.08083484,0
0.82033455,0
0.7323149,0
0.10287755,0
0.26317906,0
0.7979127,0
0.63921547,1
0.8526831,1
0.5017339,0
0.30263254,0
0.020860432,0
0.27339298,0
0.028466672,0
0.41651553,0
0.8086618,0
0.8170246,1
0.8302843,1
0.14671917,0
0.36255357,0
0.8902623,1
0.21466762,0
0.70564896,0
0.05503009,0
0.66083354,1
0.17392068,0
0.01685429,0
